"id","name","valueType","rank"
33280,"Government effectiveness 2015","Score (0-100)","5.285"
33281,"Regulatory environment 2015","Rank","5.286"
33282,"Regulatory environment 2015","Score (0-100)","5.286"
33284,"Regulatory quality 2015","Rank","5.287"
33285,"Regulatory quality 2015","Score (0-100)","5.287"
33283,"Regulatory quality 2015","Value","5.287"
33288,"Rule of law 2015","Score (0-100)","5.288"
33286,"Rule of law 2015","Value","5.288"
33287,"Rule of law 2015","Rank","5.288"
33291,"Cost of redundancy dismissal 2015","Score (0-100)","5.289"
33289,"Cost of redundancy dismissal 2015","Value","5.289"
33290,"Cost of redundancy dismissal 2015","Rank","5.289"
33292,"Business environment 2015","Rank","5.290"
33293,"Business environment 2015","Score (0-100)","5.290"
33295,"Ease of starting a business 2015","Rank","5.291"
33294,"Ease of starting a business 2015","Distance to Frontier","5.291"
33296,"Ease of starting a business 2015","Score (0-100)","5.291"
33298,"Ease of resolving insolvency 2015","Rank","5.292"
33299,"Ease of resolving insolvency 2015","Score (0-100)","5.292"
33297,"Ease of resolving insolvency 2015","Distance to Frontier","5.292"
33301,"Ease of paying taxes 2015","Rank","5.293"
33302,"Ease of paying taxes 2015","Score (0-100)","5.293"
33300,"Ease of paying taxes 2015","Distance to Frontier","5.293"
33303,"Human capital and research 2015","Rank","5.294"
33304,"Human capital and research 2015","Score (0-100)","5.294"
33305,"Education 2015","Rank","5.295"
33306,"Education 2015","Score (0-100)","5.295"
33307,"Expenditure on education 2015","Percent","5.296"
33308,"Expenditure on education 2015","Rank","5.296"
33309,"Expenditure on education 2015","Score (0-100)","5.296"
33311,"Government expenditure on education per pupil, secondary 2015","Rank","5.297"
33312,"Government expenditure on education per pupil, secondary 2015","Score (0-100)","5.297"
33310,"Government expenditure on education per pupil, secondary 2015","Percent","5.297"
33314,"School life expectancy 2015","Rank","5.298"
33313,"School life expectancy 2015","Value","5.298"
33315,"School life expectancy 2015","Score (0-100)","5.298"
33318,"Assessment in reading, mathematics, and science 2015","Score (0-100)","5.299"
33317,"Assessment in reading, mathematics, and science 2015","Rank","5.299"
33316,"Assessment in reading, mathematics, and science 2015","Value","5.299"
33320,"Pupil-teacher ratio, secondary 2015","Rank","5.300"
33319,"Pupil-teacher ratio, secondary 2015","Percent","5.300"
33321,"Pupil-teacher ratio, secondary 2015","Score (0-100)","5.300"
33322,"Tertiary education 2015","Rank","5.301"
33323,"Tertiary education 2015","Score (0-100)","5.301"
33325,"Tertiary enrolment 2015","Rank","5.302"
33324,"Tertiary enrolment 2015","Percent","5.302"
33326,"Tertiary enrolment 2015","Score (0-100)","5.302"
33329,"Graduates in science and engineering 2015","Score (0-100)","5.303"
33328,"Graduates in science and engineering 2015","Rank","5.303"
33327,"Graduates in science and engineering 2015","Percent","5.303"
33330,"Tertiary inbound mobility 2015","Percent","5.304"
33331,"Tertiary inbound mobility 2015","Rank","5.304"
33332,"Tertiary inbound mobility 2015","Score (0-100)","5.304"
33333,"Research and development (R&D) 2015","Rank","5.305"
33334,"Research and development (R&D) 2015","Score (0-100)","5.305"
33335,"Researchers 2015","Value","5.306"
33337,"Researchers 2015","Score (0-100)","5.306"
33336,"Researchers 2015","Rank","5.306"
33340,"Gross expenditure on R&D (GERD) 2015","Score (0-100)","5.307"
33338,"Gross expenditure on R&D (GERD) 2015","Percent","5.307"
33339,"Gross expenditure on R&D (GERD) 2015","Rank","5.307"
33342,"QS university ranking, average score top 3 2015","Rank","5.308"
33343,"QS university ranking, average score top 3 2015","Score (0-100)","5.308"
33341,"QS university ranking, average score top 3 2015","Value","5.308"
33345,"Infrastructure 2015","Score (0-100)","5.309"
33344,"Infrastructure 2015","Rank","5.309"
33346,"Information and communication technologies (ICTs) 2015","Rank","5.310"
33347,"Information and communication technologies (ICTs) 2015","Score (0-100)","5.310"
33348,"ICT access 2015","Value","5.311"
33349,"ICT access 2015","Rank","5.311"
33350,"ICT access 2015","Score (0-100)","5.311"
33352,"ICT use 2015","Rank","5.312"
33351,"ICT use 2015","Value","5.312"
33353,"ICT use 2015","Score (0-100)","5.312"
33356,"Government's online service 2015","Score (0-100)","5.313"
33354,"Government's online service 2015","Value","5.313"
33355,"Government's online service 2015","Rank","5.313"
33358,"Online e-participation 2015","Rank","5.314"
33359,"Online e-participation 2015","Score (0-100)","5.314"
33357,"Online e-participation 2015","Value","5.314"
33361,"General infrastructure 2015","Score (0-100)","5.315"
33360,"General infrastructure 2015","Rank","5.315"
33363,"Electricity output 2015","Rank","5.316"
33362,"Electricity output 2015","Value","5.316"
33364,"Electricity output 2015","Score (0-100)","5.316"
33366,"Logistics performance 2015","Rank","5.317"
33365,"Logistics performance 2015","Value","5.317"
33367,"Logistics performance 2015","Score (0-100)","5.317"
33369,"Gross capital formation 2015","Rank","5.318"
33370,"Gross capital formation 2015","Score (0-100)","5.318"
33368,"Gross capital formation 2015","Value","5.318"
33371,"Ecological sustainability 2015","Rank","5.319"
33372,"Ecological sustainability 2015","Score (0-100)","5.319"
33373,"GDP per unit of energy use 2015","Value","5.320"
33375,"GDP per unit of energy use 2015","Score (0-100)","5.320"
33374,"GDP per unit of energy use 2015","Rank","5.320"
33377,"Environmental performance 2015","Rank","5.321"
33378,"Environmental performance 2015","Score (0-100)","5.321"
33376,"Environmental performance 2015","Value","5.321"
33381,"ISO 14001 environmental certificates 2015","Score (0-100)","5.322"
33380,"ISO 14001 environmental certificates 2015","Rank","5.322"
33379,"ISO 14001 environmental certificates 2015","Value","5.322"
33382,"Market sophistication 2015","Rank","5.323"
33383,"Market sophistication 2015","Score (0-100)","5.323"
33384,"Credit 2015","Rank","5.324"
33385,"Credit 2015","Score (0-100)","5.324"
33388,"Ease of getting credit 2015","Score (0-100)","5.325"
33386,"Ease of getting credit 2015","Distance to Frontier","5.325"
33387,"Ease of getting credit 2015","Rank","5.325"
33391,"Domestic credit to private sector 2015","Score (0-100)","5.326"
33390,"Domestic credit to private sector 2015","Rank","5.326"
33389,"Domestic credit to private sector 2015","Percent","5.326"
33394,"Microfinance institutions' gross loan portfolio 2015","Score (0-100)","5.327"
33392,"Microfinance institutions' gross loan portfolio 2015","Percent","5.327"
33393,"Microfinance institutions' gross loan portfolio 2015","Rank","5.327"
33395,"Investment 2015","Rank","5.328"
33396,"Investment 2015","Score (0-100)","5.328"
33397,"Ease of protecting investors 2015","Distance to Frontier","5.329"
33399,"Ease of protecting investors 2015","Score (0-100)","5.329"
33398,"Ease of protecting investors 2015","Rank","5.329"
33402,"Market capitalization 2015","Score (0-100)","5.330"
33401,"Market capitalization 2015","Rank","5.330"
33400,"Market capitalization 2015","Percent","5.330"
33405,"Total value of stocks traded 2015","Score (0-100)","5.331"
33403,"Total value of stocks traded 2015","Percent","5.331"
33404,"Total value of stocks traded 2015","Rank","5.331"
33407,"Venture capital deals 2015","Rank","5.332"
33408,"Venture capital deals 2015","Score (0-100)","5.332"
33406,"Venture capital deals 2015","Value","5.332"
33409,"Trade and competition 2015","Rank","5.333"
33410,"Trade and competition 2015","Score (0-100)","5.333"
33413,"Applied tariff rate, weighted mean 2015","Score (0-100)","5.334"
33411,"Applied tariff rate, weighted mean 2015","Percent","5.334"
33412,"Applied tariff rate, weighted mean 2015","Rank","5.334"
33416,"Intensity of local competition 2015","Score (0-100)","5.335"
33415,"Intensity of local competition 2015","Rank","5.335"
33414,"Intensity of local competition 2015","Value","5.335"
33418,"Business sophistication 2015","Score (0-100)","5.336"
33417,"Business sophistication 2015","Rank","5.336"
33419,"Knowledge workers 2015","Rank","5.337"
33420,"Knowledge workers 2015","Score (0-100)","5.337"
33421,"Employment in knowledge-intensive services 2015","Percent","5.338"
33423,"Employment in knowledge-intensive services 2015","Score (0-100)","5.338"
33422,"Employment in knowledge-intensive services 2015","Rank","5.338"
33424,"Firms offering formal training 2015","Percent","5.339"
33425,"Firms offering formal training 2015","Rank","5.339"
33426,"Firms offering formal training 2015","Score (0-100)","5.339"
33429,"GERD performed by business enterprise 2015","Score (0-100)","5.340"
33428,"GERD performed by business enterprise 2015","Rank","5.340"
33427,"GERD performed by business enterprise 2015","Percent","5.340"
33432,"GERD financed by business enterprise 2015","Score (0-100)","5.341"
33430,"GERD financed by business enterprise 2015","Percent","5.341"
33431,"GERD financed by business enterprise 2015","Rank","5.341"
33435,"Females employed with advanced degrees 2015","Score (0-100)","5.342"
33434,"Females employed with advanced degrees 2015","Rank","5.342"
33433,"Females employed with advanced degrees 2015","Value","5.342"
33436,"Innovation linkages 2015","Rank","5.343"
33437,"Innovation linkages 2015","Score (0-100)","5.343"
33439,"University/industry research collaboration 2015","Rank","5.344"
33438,"University/industry research collaboration 2015","Value","5.344"
33440,"University/industry research collaboration 2015","Score (0-100)","5.344"
33441,"State of cluster development 2015","Value","5.345"
33443,"State of cluster development 2015","Score (0-100)","5.345"
33442,"State of cluster development 2015","Rank","5.345"
33446,"GERD financed by abroad 2015","Score (0-100)","5.346"
33445,"GERD financed by abroad 2015","Rank","5.346"
33444,"GERD financed by abroad 2015","Percent","5.346"
33447,"Joint venture/strategic alliance deals 2015","Value","5.347"
33449,"Joint venture/strategic alliance deals 2015","Score (0-100)","5.347"
33448,"Joint venture/strategic alliance deals 2015","Rank","5.347"
33450,"Patent families filed in at least three offices 2015","Value","5.348"
33451,"Patent families filed in at least three offices 2015","Rank","5.348"
33452,"Patent families filed in at least three offices 2015","Score (0-100)","5.348"
33453,"Knowledge absorption 2015","Rank","5.349"
33454,"Knowledge absorption 2015","Score (0-100)","5.349"
33457,"Royalties and license fees payments 2015","Score (0-100)","5.350"
33455,"Royalties and license fees payments 2015","Percent","5.350"
33456,"Royalties and license fees payments 2015","Rank","5.350"
33458,"High-tech imports 2015","Percent","5.351"
33460,"High-tech imports 2015","Score (0-100)","5.351"
33459,"High-tech imports 2015","Rank","5.351"
33462,"Communications, computer and information services imports 2015","Rank","5.352"
33463,"Communications, computer and information services imports 2015","Score (0-100)","5.352"
33461,"Communications, computer and information services imports 2015","Percent","5.352"
33464,"Foreign direct investment net inflows 2015","Percent","5.353"
33466,"Foreign direct investment net inflows 2015","Score (0-100)","5.353"
33465,"Foreign direct investment net inflows 2015","Rank","5.353"
33467,"Knowledge and technology outputs 2015","Rank","5.354"
33468,"Knowledge and technology outputs 2015","Score (0-100)","5.354"
33469,"Knowledge creation 2015","Rank","5.355"
33470,"Knowledge creation 2015","Score (0-100)","5.355"
33473,"National office patent applications 2015","Score (0-100)","5.356"
33471,"National office patent applications 2015","Value","5.356"
33472,"National office patent applications 2015","Rank","5.356"
33474,"Patent Cooperation Treaty resident applications 2015","Value","5.357"
33476,"Patent Cooperation Treaty resident applications 2015","Score (0-100)","5.357"
33475,"Patent Cooperation Treaty resident applications 2015","Rank","5.357"
33478,"National office resident utility model application 2015","Rank","5.358"
33479,"National office resident utility model application 2015","Score (0-100)","5.358"
33477,"National office resident utility model application 2015","Value","5.358"
33482,"Scientific and technical publications 2015","Score (0-100)","5.359"
33480,"Scientific and technical publications 2015","Value","5.359"
33481,"Scientific and technical publications 2015","Rank","5.359"
33485,"Citable documents H index 2015","Score (0-100)","5.360"
33484,"Citable documents H index 2015","Rank","5.360"
33483,"Citable documents H index 2015","Value","5.360"
33487,"Knowledge impact 2015","Score (0-100)","5.361"
33486,"Knowledge impact 2015","Rank","5.361"
33488,"Growth rate of GDP per person engaged 2015","Value","5.362"
33489,"Growth rate of GDP per person engaged 2015","Rank","5.362"
33490,"Growth rate of GDP per person engaged 2015","Score (0-100)","5.362"
33492,"New business density 2015","Rank","5.363"
33493,"New business density 2015","Score (0-100)","5.363"
33491,"New business density 2015","Value","5.363"
33495,"Total computer software spending 2015","Rank","5.364"
33496,"Total computer software spending 2015","Score (0-100)","5.364"
33494,"Total computer software spending 2015","Percent","5.364"
33498,"ISO 9001 quality certificates 2015","Rank","5.365"
33497,"ISO 9001 quality certificates 2015","Value","5.365"
33499,"ISO 9001 quality certificates 2015","Score (0-100)","5.365"
33501,"High-tech and medium-high-tech output 2015","Rank","5.366"
33500,"High-tech and medium-high-tech output 2015","Percent","5.366"
33502,"High-tech and medium-high-tech output 2015","Score (0-100)","5.366"
33504,"Knowledge diffusion 2015","Score (0-100)","5.367"
33503,"Knowledge diffusion 2015","Rank","5.367"
33507,"Royalties and license fees receipts 2015","Score (0-100)","5.368"
33505,"Royalties and license fees receipts 2015","Percent","5.368"
33506,"Royalties and license fees receipts 2015","Rank","5.368"
33508,"High-tech exports 2015","Percent","5.369"
33510,"High-tech exports 2015","Score (0-100)","5.369"
33509,"High-tech exports 2015","Rank","5.369"
33512,"Communications, computer and information services exports 2015","Rank","5.370"
33513,"Communications, computer and information services exports 2015","Score (0-100)","5.370"
33511,"Communications, computer and information services exports 2015","Percent","5.370"
33515,"Foreign direct investment net outflows 2015","Rank","5.371"
33516,"Foreign direct investment net outflows 2015","Score (0-100)","5.371"
33514,"Foreign direct investment net outflows 2015","Percent","5.371"
33517,"Creative outputs 2015","Rank","5.372"
33518,"Creative outputs 2015","Score (0-100)","5.372"
33520,"Intangible assets 2015","Score (0-100)","5.373"
33519,"Intangible assets 2015","Rank","5.373"
33523,"National office resident trademark applications 2015","Score (0-100)","5.374"
33521,"National office resident trademark applications 2015","Value","5.374"
33522,"National office resident trademark applications 2015","Rank","5.374"
33525,"Madrid system trademark applications by country of origin 2015","Rank","5.375"
33524,"Madrid system trademark applications by country of origin 2015","Value","5.375"
33526,"Madrid system trademark applications by country of origin 2015","Score (0-100)","5.375"
33529,"ICTs and business model creation 2015","Score (0-100)","5.376"
33528,"ICTs and business model creation 2015","Rank","5.376"
33527,"ICTs and business model creation 2015","Value","5.376"
33530,"ICTs and organizational model creation 2015","Value","5.377"
33532,"ICTs and organizational model creation 2015","Score (0-100)","5.377"
33531,"ICTs and organizational model creation 2015","Rank","5.377"
33533,"Creative goods and services 2015","Rank","5.378"
33534,"Creative goods and services 2015","Score (0-100)","5.378"
33536,"Cultural and creative services exports 2015","Rank","5.379"
33537,"Cultural and creative services exports 2015","Score (0-100)","5.379"
33535,"Cultural and creative services exports 2015","Percent","5.379"
33540,"National feature films produced 2015","Score (0-100)","5.380"
33539,"National feature films produced 2015","Rank","5.380"
33538,"National feature films produced 2015","Value","5.380"
33543,"Global entertainment and media output 2015","Score (0-100)","5.381"
33542,"Global entertainment and media output 2015","Rank","5.381"
33541,"Global entertainment and media output 2015","Value","5.381"
33544,"Printing and publishing output 2015","Percent","5.382"
33546,"Printing and publishing output 2015","Score (0-100)","5.382"
33545,"Printing and publishing output 2015","Rank","5.382"
33547,"Creative goods exports 2015","Percent","5.383"
33549,"Creative goods exports 2015","Score (0-100)","5.383"
33548,"Creative goods exports 2015","Rank","5.383"
33551,"Online creativity 2015","Score (0-100)","5.384"
33550,"Online creativity 2015","Rank","5.384"
33554,"Generic top-level domains (gTLDs) 2015","Score (0-100)","5.385"
33553,"Generic top-level domains (gTLDs) 2015","Rank","5.385"
33552,"Generic top-level domains (gTLDs) 2015","Value","5.385"
33557,"Country-code top-level domains (ccTLDs) 2015","Score (0-100)","5.386"
33556,"Country-code top-level domains (ccTLDs) 2015","Rank","5.386"
33555,"Country-code top-level domains (ccTLDs) 2015","Value","5.386"
33560,"Wikipedia monthly edits 2015","Score (0-100)","5.387"
33558,"Wikipedia monthly edits 2015","Value","5.387"
33559,"Wikipedia monthly edits 2015","Rank","5.387"
33563,"Video uploads on YouTube 2015","Score (0-100)","5.388"
33562,"Video uploads on YouTube 2015","Rank","5.388"
33561,"Video uploads on YouTube 2015","Value","5.388"
33564,"Global Innovation Index 2014","Rank","5.389"
33565,"Global Innovation Index 2014","Score (0-100)","5.389"
33566,"Innovation Efficiency Ratio 2014","Rank","5.390"
33567,"Innovation Efficiency Ratio 2014","Score (0-100)","5.390"
33569,"Innovation Input Sub-Index 2014","Score (0-100)","5.391"
33568,"Innovation Input Sub-Index 2014","Rank","5.391"
33570,"Innovation Output Sub-Index 2014","Rank","5.392"
33571,"Innovation Output Sub-Index 2014","Score (0-100)","5.392"
33572,"Institutions 2014","Rank","5.393"
33573,"Institutions 2014","Score (0-100)","5.393"
33574,"Political environment 2014","Rank","5.394"
33575,"Political environment 2014","Score (0-100)","5.394"
33578,"Political stability and absence of violence/terrorism 2014","Score (0-100)","5.395"
33576,"Political stability and absence of violence/terrorism 2014","Value","5.395"
33577,"Political stability and absence of violence/terrorism 2014","Rank","5.395"
33581,"Government effectiveness 2014","Score (0-100)","5.396"
33580,"Government effectiveness 2014","Rank","5.396"
33579,"Government effectiveness 2014","Value","5.396"
33582,"Press freedom 2014","Value","5.397"
33583,"Press freedom 2014","Rank","5.397"
33584,"Press freedom 2014","Score (0-100)","5.397"
33586,"Regulatory environment 2014","Score (0-100)","5.398"
33585,"Regulatory environment 2014","Rank","5.398"
33589,"Regulatory quality 2014","Score (0-100)","5.399"
33587,"Regulatory quality 2014","Value","5.399"
33588,"Regulatory quality 2014","Rank","5.399"
33591,"Rule of law 2014","Rank","5.400"
33590,"Rule of law 2014","Value","5.400"
33592,"Rule of law 2014","Score (0-100)","5.400"
33595,"Cost of redundancy dismissal 2014","Score (0-100)","5.401"
33594,"Cost of redundancy dismissal 2014","Rank","5.401"
33593,"Cost of redundancy dismissal 2014","Value","5.401"
33596,"Business environment 2014","Rank","5.402"
33597,"Business environment 2014","Score (0-100)","5.402"
33599,"Ease of starting a business 2014","Rank","5.403"
33598,"Ease of starting a business 2014","Distance to Frontier","5.403"
33600,"Ease of starting a business 2014","Score (0-100)","5.403"
33603,"Ease of resolving insolvency 2014","Score (0-100)","5.404"
33601,"Ease of resolving insolvency 2014","Distance to Frontier","5.404"
33602,"Ease of resolving insolvency 2014","Rank","5.404"
33604,"Ease of paying taxes 2014","Distance to Frontier","5.405"
33606,"Ease of paying taxes 2014","Score (0-100)","5.405"
33605,"Ease of paying taxes 2014","Rank","5.405"
33608,"Human capital and research 2014","Score (0-100)","5.406"
33607,"Human capital and research 2014","Rank","5.406"
33609,"Education 2014","Rank","5.407"
33610,"Education 2014","Score (0-100)","5.407"
33613,"Expenditure on education 2014","Score (0-100)","5.408"
33611,"Expenditure on education 2014","Percent","5.408"
33612,"Expenditure on education 2014","Rank","5.408"
33615,"Government expenditure on education per pupil, secondary 2014","Rank","5.409"
33616,"Government expenditure on education per pupil, secondary 2014","Score (0-100)","5.409"
33614,"Government expenditure on education per pupil, secondary 2014","Percent","5.409"
33618,"School life expectancy 2014","Rank","5.410"
33617,"School life expectancy 2014","Value","5.410"
33619,"School life expectancy 2014","Score (0-100)","5.410"
33622,"Assessment in reading, mathematics, and science 2014","Score (0-100)","5.411"
33620,"Assessment in reading, mathematics, and science 2014","Value","5.411"
33621,"Assessment in reading, mathematics, and science 2014","Rank","5.411"
33625,"Pupil-teacher ratio, secondary 2014","Score (0-100)","5.412"
33624,"Pupil-teacher ratio, secondary 2014","Rank","5.412"
33623,"Pupil-teacher ratio, secondary 2014","Percent","5.412"
33627,"Tertiary education 2014","Score (0-100)","5.413"
33626,"Tertiary education 2014","Rank","5.413"
33629,"Tertiary enrolment 2014","Rank","5.414"
33630,"Tertiary enrolment 2014","Score (0-100)","5.414"
33628,"Tertiary enrolment 2014","Percent","5.414"
33631,"Graduates in science and engineering 2014","Percent","5.415"
33632,"Graduates in science and engineering 2014","Rank","5.415"
33633,"Graduates in science and engineering 2014","Score (0-100)","5.415"
33636,"Tertiary inbound mobility 2014","Score (0-100)","5.416"
33635,"Tertiary inbound mobility 2014","Rank","5.416"
33634,"Tertiary inbound mobility 2014","Percent","5.416"
33638,"Research and development (R&D) 2014","Score (0-100)","5.417"
33637,"Research and development (R&D) 2014","Rank","5.417"
33640,"Researchers 2014","Rank","5.418"
33639,"Researchers 2014","Value","5.418"
33641,"Researchers 2014","Score (0-100)","5.418"
33644,"Gross expenditure on R&D (GERD) 2014","Score (0-100)","5.419"
33642,"Gross expenditure on R&D (GERD) 2014","Percent","5.419"
33643,"Gross expenditure on R&D (GERD) 2014","Rank","5.419"
33647,"QS university ranking average score of top 3 universities 2014","Score (0-100)","5.420"
33645,"QS university ranking average score of top 3 universities 2014","Value","5.420"
33646,"QS university ranking average score of top 3 universities 2014","Rank","5.420"
33648,"Infrastructure 2014","Rank","5.421"
33649,"Infrastructure 2014","Score (0-100)","5.421"
33650,"Information and communication technologies (ICTs) 2014","Rank","5.422"
33651,"Information and communication technologies (ICTs) 2014","Score (0-100)","5.422"
33653,"ICT access 2014","Rank","5.423"
33654,"ICT access 2014","Score (0-100)","5.423"
33652,"ICT access 2014","Value","5.423"
33657,"ICT use 2014","Score (0-100)","5.424"
33656,"ICT use 2014","Rank","5.424"
33655,"ICT use 2014","Value","5.424"
33660,"Government's online service 2014","Score (0-100)","5.425"
33658,"Government's online service 2014","Value","5.425"
33659,"Government's online service 2014","Rank","5.425"
33661,"Online e-participation 2014","Value","5.426"
33663,"Online e-participation 2014","Score (0-100)","5.426"
33662,"Online e-participation 2014","Rank","5.426"
33664,"General infrastructure 2014","Rank","5.427"
33665,"General infrastructure 2014","Score (0-100)","5.427"
33667,"Electricity output 2014","Rank","5.428"
33666,"Electricity output 2014","Value","5.428"
33668,"Electricity output 2014","Score (0-100)","5.428"
33670,"Logistics performance 2014","Rank","5.429"
33669,"Logistics performance 2014","Value","5.429"
33671,"Logistics performance 2014","Score (0-100)","5.429"
33674,"Gross capital formation 2014","Score (0-100)","5.430"
33673,"Gross capital formation 2014","Rank","5.430"
33672,"Gross capital formation 2014","Percent","5.430"
33675,"Ecological sustainability 2014","Rank","5.431"
33676,"Ecological sustainability 2014","Score (0-100)","5.431"
33678,"GDP per unit of energy use 2014","Rank","5.432"
33677,"GDP per unit of energy use 2014","Value","5.432"
33679,"GDP per unit of energy use 2014","Score (0-100)","5.432"
33681,"Environmental performance 2014","Rank","5.433"
33680,"Environmental performance 2014","Value","5.433"
33682,"Environmental performance 2014","Score (0-100)","5.433"
33685,"ISO 14001 environmental certificates 2014","Score (0-100)","5.434"
33683,"ISO 14001 environmental certificates 2014","Value","5.434"
33684,"ISO 14001 environmental certificates 2014","Rank","5.434"
33686,"Market sophistication 2014","Rank","5.435"
33687,"Market sophistication 2014","Score (0-100)","5.435"
33688,"Credit 2014","Rank","5.436"
33689,"Credit 2014","Score (0-100)","5.436"
33692,"Ease of getting credit 2014","Score (0-100)","5.437"
33691,"Ease of getting credit 2014","Rank","5.437"
33690,"Ease of getting credit 2014","Distance to Frontier","5.437"
33694,"Domestic credit to private sector 2014","Rank","5.438"
33695,"Domestic credit to private sector 2014","Score (0-100)","5.438"
33693,"Domestic credit to private sector 2014","Percent","5.438"
33696,"Microfinance institutions' gross loan portfolio 2014","Percent","5.439"
33697,"Microfinance institutions' gross loan portfolio 2014","Rank","5.439"
33698,"Microfinance institutions' gross loan portfolio 2014","Score (0-100)","5.439"
33699,"Investment 2014","Rank","5.440"
33700,"Investment 2014","Score (0-100)","5.440"
33703,"Ease of protecting investors 2014","Score (0-100)","5.441"
33702,"Ease of protecting investors 2014","Rank","5.441"
33701,"Ease of protecting investors 2014","Distance to Frontier","5.441"
33704,"Market capitalization 2014","Percent","5.442"
33706,"Market capitalization 2014","Score (0-100)","5.442"
33705,"Market capitalization 2014","Rank","5.442"
33707,"Total value of stocks traded 2014","Percent","5.443"
33708,"Total value of stocks traded 2014","Rank","5.443"
33709,"Total value of stocks traded 2014","Score (0-100)","5.443"
33711,"Venture capital deals 2014","Rank","5.444"
33712,"Venture capital deals 2014","Score (0-100)","5.444"
33710,"Venture capital deals 2014","Value","5.444"
33714,"Trade and competition 2014","Score (0-100)","5.445"
33713,"Trade and competition 2014","Rank","5.445"
33717,"Applied tariff rate, weighted mean 2014","Score (0-100)","5.446"
33716,"Applied tariff rate, weighted mean 2014","Rank","5.446"
33715,"Applied tariff rate, weighted mean 2014","Percent","5.446"
33719,"Market access for non-agricultural exports 2014","Rank","5.447"
33718,"Market access for non-agricultural exports 2014","Percent","5.447"
33720,"Market access for non-agricultural exports 2014","Score (0-100)","5.447"
33723,"Intensity of local competition 2014","Score (0-100)","5.448"
33722,"Intensity of local competition 2014","Rank","5.448"
33721,"Intensity of local competition 2014","Value","5.448"
33724,"Business sophistication 2014","Rank","5.449"
33725,"Business sophistication 2014","Score (0-100)","5.449"
33727,"Knowledge workers 2014","Score (0-100)","5.450"
33726,"Knowledge workers 2014","Rank","5.450"
33728,"Employment in knowledge-intensive services 2014","Percent","5.451"
33729,"Employment in knowledge-intensive services 2014","Rank","5.451"
33730,"Employment in knowledge-intensive services 2014","Score (0-100)","5.451"
33731,"Firms offering formal training 2014","Percent","5.452"
33732,"Firms offering formal training 2014","Rank","5.452"
33733,"Firms offering formal training 2014","Score (0-100)","5.452"
33736,"GERD performed by business enterprise (% of GDP) 2014","Score (0-100)","5.453"
33735,"GERD performed by business enterprise (% of GDP) 2014","Rank","5.453"
33734,"GERD performed by business enterprise (% of GDP) 2014","Percent","5.453"
33737,"GERD financed by business enterprise (% of GERD) 2014","Percent","5.454"
33739,"GERD financed by business enterprise (% of GERD) 2014","Score (0-100)","5.454"
33738,"GERD financed by business enterprise (% of GERD) 2014","Rank","5.454"
33742,"GMAT test takers 2014","Score (0-100)","5.455"
33741,"GMAT test takers 2014","Rank","5.455"
33740,"GMAT test takers 2014","Value","5.455"
33744,"Innovation linkages 2014","Score (0-100)","5.456"
33743,"Innovation linkages 2014","Rank","5.456"
33746,"University/industry research collaboration 2014","Rank","5.457"
33747,"University/industry research collaboration 2014","Score (0-100)","5.457"
33745,"University/industry research collaboration 2014","Value","5.457"
33748,"State of cluster development 2014","Value","5.458"
33749,"State of cluster development 2014","Rank","5.458"
33750,"State of cluster development 2014","Score (0-100)","5.458"
33752,"GERD financed by abroad 2014","Rank","5.459"
33753,"GERD financed by abroad 2014","Score (0-100)","5.459"
33751,"GERD financed by abroad 2014","Percent","5.459"
33755,"Joint venture/strategic alliance deals 2014","Rank","5.460"
33754,"Joint venture/strategic alliance deals 2014","Value","5.460"
33756,"Joint venture/strategic alliance deals 2014","Score (0-100)","5.460"
33759,"Patent families filed in at least three offices 2014","Score (0-100)","5.461"
33758,"Patent families filed in at least three offices 2014","Rank","5.461"
33757,"Patent families filed in at least three offices 2014","Value","5.461"
33761,"Knowledge absorption 2014","Score (0-100)","5.462"
33760,"Knowledge absorption 2014","Rank","5.462"
33762,"Royalties and license fees payments (% of total trade) 2014","Percent","5.463"
33764,"Royalties and license fees payments (% of total trade) 2014","Score (0-100)","5.463"
33763,"Royalties and license fees payments (% of total trade) 2014","Rank","5.463"
33767,"High-tech imports 2014","Score (0-100)","5.464"
33766,"High-tech imports 2014","Rank","5.464"
33765,"High-tech imports 2014","Percent","5.464"
33770,"Communications, computer and information services imports, % total trade 2014","Score (0-100)","5.465"
33768,"Communications, computer and information services imports, % total trade 2014","Percent","5.465"
33769,"Communications, computer and information services imports, % total trade 2014","Rank","5.465"
33772,"Foreign direct investment net inflows 2014","Rank","5.466"
33773,"Foreign direct investment net inflows 2014","Score (0-100)","5.466"
33771,"Foreign direct investment net inflows 2014","Percent","5.466"
33774,"Knowledge and technology outputs 2014","Rank","5.467"
33775,"Knowledge and technology outputs 2014","Score (0-100)","5.467"
33777,"Knowledge creation 2014","Score (0-100)","5.468"
33776,"Knowledge creation 2014","Rank","5.468"
33779,"National office resident patent applications 2014","Rank","5.469"
33780,"National office resident patent applications 2014","Score (0-100)","5.469"
33778,"National office resident patent applications 2014","Value","5.469"
33782,"Patent Cooperation Treaty resident applications 2014","Rank","5.470"
33781,"Patent Cooperation Treaty resident applications 2014","Value","5.470"
33783,"Patent Cooperation Treaty resident applications 2014","Score (0-100)","5.470"
33784,"National office resident utility model applications 2014","Value","5.471"
33786,"National office resident utility model applications 2014","Score (0-100)","5.471"
